ID_Unico;Data;Modalidade;Cidade;Órgão;Natureza;Função;Categoria_Final;Objeto;Valor;Link
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Santa-Cruz-1190/PE-1-2026-2026-448404;2026-01-07;Pregão;Santa Cruz;MUNICIPIO DE SANTA CRUZ;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - CONTRATAÇÃO DE CARRETA DE SOM PARA REALIZAÇÃO DE APRESENTAÇÕES MUSICAIS E ARRASTÕES DOS BLOCOS CARNAVALESCOS PARA ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE CULTURA NO PERÍODO DE CARNAVAL DA PREFEITURA MUNICIPAL DE SANTA CRUZ-RN;52520.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Santa-Cruz-1190/PE-1-2026-2026-448404
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Santa-Cruz-1190/PE-2-2026-2026-448405;2026-01-07;Pregão;Santa Cruz;MUNICIPIO DE SANTA CRUZ;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONFECÇÃO E FORNECIMENTO DE CAMISAS E COPOS PERSONALIZADOS, DESTINADOS À COMEMORAÇÃO DO CARNAVAL DA REDE MUNICIPAL DE EDUCAÇÃO INFANTIL, PROMOVIDA PELA PREFEITURA MUNICIPAL DE SANTA CRUZ/RN.;26960.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Santa-Cruz-1190/PE-2-2026-2026-448405
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Goncalo-do-Amarante-1125/PE-2-2026-2026-448377;2026-01-07;Pregão;São Gonçalo do Amarante;MUNICIPIO DE SAO GONCALO DO AMARANTE;OBRAS;OUTROS;OBRAS - OUTROS;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS CONTINUADOS COM FORNECIMENTO DE MÃO DE OBRA, A FIM DE ATENDER AS NECESSIDADES DAS UNIDADES DA PREFEITURA MUNICIPAL DE SÃO GONÇALO DO AMARANTE.;21096675.12;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Goncalo-do-Amarante-1125/PE-2-2026-2026-448377
https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15303305902492025;2026-01-08;Pregão;Mossoró;UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação serviços contínuos de coleta externa, transporte, tratamento e disposição final de Resíduos de Serviços de Saúdes dos grupos A e E (resíduos infectantes e perfurocortantes), do grupo B (resíduos químicos).;224851.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15303305902492025
https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92577705901282025;2026-01-08;Pregão;Natal;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;OBRAS;OUTROS;OBRAS - OUTROS;Contratação de empresa de engenharia para prestação de serviço contínuo de manutenção, realização de melhorias e adequações nas infraestruturas prediais dos sistemas de abastecimento de água da regional sertão central, conforme condições, quantidades e exigências estabelecidas neste Edital e no Termo de Referência/Projeto Básico (Ordem de Licitação nº 12899/2025 – DO).;1453552.03;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92577705901282025
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Lagoa-Nova-695/RPE-44-2025-2026-448454;2026-01-08;Pregão;Lagoa Nova;MUNICIPIO DE LAGOA NOVA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Aquisição de kit escolar para o ano letivo de 2026, visando o atendimento à rede municipal de ensino de Lagoa Nova/RN.;301404.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Lagoa-Nova-695/RPE-44-2025-2026-448454
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Santana-do-Serido-1140/PE-01-2026-2026-448216;2026-01-08;Pregão;Santana do Seridó;MUNICIPIO DE SANTANA DO SERIDO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - registro de preço para futura, eventual e parcelada Contratação de serviços de serralheria, destinadas a atender as demandas das Secretarias Municipais do Município de Santana do Seridó/RN;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Santana-do-Serido-1140/PE-01-2026-2026-448216
https://portaldecompraspublicas.com.br/processos/RN/Servico-Autonomo-de-Agua-e-Esgoto-de-Sao-Goncalo-do-Amarante-1431/RPEM-PE-049-2025-2026-447916;2026-01-08;Pregão;São Gonçalo do Amarante;SERVICO AUTONOMO DE AGUA E ESGOTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Contratação de empresa especializada na execução, sob demanda, de serviços de manutenção preventiva, corretiva e preditiva nas Estações de Tratamento de Esgoto (ETEs) sob responsabilidade do Serviço Autônomo de Água e Esgoto de São Gonçalo do Amarante – SAAE/SGA.;950000.0;https://portaldecompraspublicas.com.br/processos/RN/Servico-Autonomo-de-Agua-e-Esgoto-de-Sao-Goncalo-do-Amarante-1431/RPEM-PE-049-2025-2026-447916
https://portaldecompraspublicas.com.br/processos/RN/Servico-Autonomo-de-Agua-e-Esgoto-de-Sao-Goncalo-do-Amarante-1431/RPE-PE-050-2025-2026-448461;2026-01-08;Pregão;São Gonçalo do Amarante;SERVICO AUTONOMO DE AGUA E ESGOTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Aquisição de produto químico, CAL HIDRATADA, para a higienização do Lodo nas Estações de Tratamento de Efluente Doméstico.;26740.0;https://portaldecompraspublicas.com.br/processos/RN/Servico-Autonomo-de-Agua-e-Esgoto-de-Sao-Goncalo-do-Amarante-1431/RPE-PE-050-2025-2026-448461
https://portaldecompraspublicas.com.br/processos/RN/Servico-Autonomo-de-Agua-e-Esgoto-de-Sao-Goncalo-do-Amarante-1431/RPE-PE-051-2025-2026-448465;2026-01-08;Pregão;São Gonçalo do Amarante;SERVICO AUTONOMO DE AGUA E ESGOTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Aquisição de produtos químicos, Sulfato de Alumínio Ferroso e Hipoclorito de Cálcio 65 % para tratamento de Efluente Doméstico nas Estações.;68778.0;https://portaldecompraspublicas.com.br/processos/RN/Servico-Autonomo-de-Agua-e-Esgoto-de-Sao-Goncalo-do-Amarante-1431/RPE-PE-051-2025-2026-448465
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Touros-2120/PE-01-2026-2026-448498;2026-01-08;Pregão;Touros;MUNICIPIO DE TOUROS;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;[Portal de Compras Públicas] - Registro de preços para eventual e futura contratação de empresa especializada no fornecimento de abafadores de som e ruído, destinados a distribuição gratuita às pessoas com Transtorno do Espectro Autista (TEA), com a finalidade de promover maior conforto sensorial, redução de estímulos sonoros excessivos e apoio à inclusão em ambientes de atendimento público, educacionais e de saúde. A doação será promovida pela Prefeitura Municipal de Touros/RN, através da Secretaria Municipal de Saúde de Touros/RN;49107.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Touros-2120/PE-01-2026-2026-448498
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Parelhas-1046/RPEM-01-2026-2026-448501;2026-01-08;Pregão;Parelhas;MUNICIPIO DE PARELHAS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - MANUTENÇÃO DE CATAVENTOS;100000.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Parelhas-1046/RPEM-01-2026-2026-448501
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Assu-1270/PE-007-2025-2026-404506;2026-01-08;Pregão;Açu;MUNICIPIO DE ASSU;SERVIÇOS;EDUCAÇÃO - TRANSPORTE;SERVIÇOS - EDUCAÇÃO - TRANSPORTE;[Portal de Compras Públicas] - Contratação de empresa especializada para prestação de serviço de transporte escolar, do tipo ônibus e micro-ônibus, com condutor e abastecimento por conta da contratada, para realizar o translado intermunicipal dos alunos residentes no município de Assú, em deslocamento para o Instituto Federal de Educação, Ciência e Tecnologia Rio Grande do Norte, Campus Ipanguaçu, no ano letivo de 2026,;917208.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Assu-1270/PE-007-2025-2026-404506
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Ipueira-1119/RPE-1-2026-2026-448456;2026-01-08;Pregão;Ipueira;MUNICIPIO DE IPUEIRA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Contratação de empresa (s) para Registro de Preços, visando o fornecimento de forma gradativa de equipamentos, suprimentos de informática e mídia para atender a demanda do Município de Ipueira/RN;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Ipueira-1119/RPE-1-2026-2026-448456
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Itau-1868/PE-001-2026-2026-448549;2026-01-08;Pregão;Itaú;MUNICIPIO DE ITAU;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS PARA O MUNICÍPIO DE ITAÚ/RN, ATRAVÉS DO CONVÊNIO TRANSFEREGOV.BR Nº 980278/2025, POR INTERMÉDIO DO MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL E O MUNICÍPIO DE ITAÚ/RN. CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO A ESTE EDITAL.;239846.82;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Itau-1868/PE-001-2026-2026-448549
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Itau-1868/RPE-002-2026-2026-448554;2026-01-08;Pregão;Itaú;MUNICIPIO DE ITAU;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO DE 01 (UM) CAMINHÃO BASCULANTE PARA O MUNICÍPIO DE ITAÚ/RN, ATRAVÉS DO CONVÊNIO TRANSFEREGOV.BR N° 978530/2025, POR INTERMÉDIO DA SUBSECRETARIA DE PLANEJAMENTO, ORÇAMENTO E ADMINISTRAÇÃO DA SECRETARIA-EXECUTIVA DO MINISTÉRIO DA AGRICULTURA E PECUÁRIA E O MUNICIPAL DE ITAÚ/RN. CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO A ESTE EDITAL.;669200.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Itau-1868/RPE-002-2026-2026-448554
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Goncalo-do-Amarante-1125/PE-3-2026-2026-448562;2026-01-08;Pregão;São Gonçalo do Amarante;MUNICIPIO DE SAO GONCALO DO AMARANTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Contratação de Instituição Financeira e/ou Instituição do Sistema Financeiro, a qual irá realizar a cessão definitiva dos fluxos de créditos e fluxos financeiros de natureza tributária e/ou não tributária do Município de São Gonçalo do Amarante/RN.;32146445.15;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Goncalo-do-Amarante-1125/PE-3-2026-2026-448562
https://portaldecompraspublicas.com.br/processos/RN/Hospital-Maternidade-Guiomar-Fernandes-2455/PE-006-2025-2026-447622;2026-01-08;Pregão;Alexandria;HOSPITAL MATERNIDADE GUIOMAR FERNANDES;AQUISIÇÃO;SAÚDE - MEDICAMENTOS;AQUISIÇÃO - SAÚDE - MEDICAMENTOS;[Portal de Compras Públicas] - Contratação de empresa especializada no fornecimento de medicamentos e insumos hospitalares, para atender as demandas do Hospital Maternidade Guiomar Fernandes no Município de Alexandria/RN;86546.91;https://portaldecompraspublicas.com.br/processos/RN/Hospital-Maternidade-Guiomar-Fernandes-2455/PE-006-2025-2026-447622
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Vila-Flor-1007/PE-1-2026-2026-448629;2026-01-08;Pregão;Vila Flor;MUNICIPIO DE VILA FLOR;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - AQUISIÇÃO DE CAMINHÃO DO TIPO BASCULANTE 6X2, VISANDO SUPRIR AS NECESSIDADES DA SECRETARIA MUNICIPAL DE AGRICULTURA DO MUNICÍPIO DE VILA FLOR/RN;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Vila-Flor-1007/PE-1-2026-2026-448629
https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Assu-1270/PE-006-2025-2026-446792;2026-01-08;Pregão;Açu;MUNICIPIO DE ASSU;SERVIÇOS;EDUCAÇÃO - TRANSPORTE;SERVIÇOS - EDUCAÇÃO - TRANSPORTE;[Portal de Compras Públicas] - Contratação Constitui objeto deste Termo de Referência a Contratação de empresa especializada para prestação de serviço de transporte escolar, do tipo ônibus e micro-ônibus, com condutor e abastecimento por conta da contratada, para atender os alunos matriculados na rede pública municipal e estadual de ensino no município de Assú/RN, no ano letivo de 2026, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;4707924.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Assu-1270/PE-006-2025-2026-446792
